"Date","RowNum","Num","Rep","RowNumNumRep","EL_stem1","EL_stem2","moist_1","moist_2","moist_3","notes","X","days","Var"
2016-08-30,27,1,"R1","27.1.R1",3,2,11.9,11.8,13,"",NA,15,"Coda di Volpe"
2016-08-30,20,4,"R4","20.4.R4",3,3,10.7,11.1,12.9,"",NA,15,"Viognier"
2016-08-30,19,9,"R9","19.9.R9",4,4,9.7,10.3,12.4,"",NA,15,"Syrah"
2016-08-30,18,1,"R7","18.1.R7",3,NA,14.9,12.2,13.3,"",NA,15,"Cinsault"
2016-08-30,44,1,"R6","44.1.R6",3,NA,13.9,13.5,13.3,"",NA,15,"Ruby Seedless"
2016-08-30,18,7,"R1","18.7.R1",4,1,13.4,12.9,12,"",NA,15,"Marsanne"
2016-08-30,39,7,"R8","39.7.R8",3,NA,13.1,12.3,12,"",NA,15,"Carnelian"
2016-08-30,43,3,"R3","43.3.R3",7,4,11.5,12,8.8,"",NA,15,"July Muscat"
2016-08-30,19,7,"R2","19.7.R2",4,4,11.8,13.3,13.5,"",NA,15,"Roussanne"
2016-08-30,18,5,"R1","18.5.R1",4,4,13.3,11.2,12.7,"",NA,15,"Durif1"
2016-08-30,12,7,"R6","12.7.R6",2,3,11.1,9.4,10.5,"",NA,15,"Gamay Noir"
2016-08-30,13,3,"R6","13.3.R6",7,7,10.8,10,10.3,"",NA,15,"Pinot gris"
2016-08-30,13,9,"R3","13.9.R3",2,NA,10.8,10.4,10.5,"",NA,15,"Cabernet franc"
2016-08-30,25,9,"R1","25.9.R1",3,3,12.3,11.8,13.6,"",NA,15,"Nebbiolo"
2016-08-30,28,7,"R1","28.7.R1",4,9,11.4,11.8,12.1,"",NA,15,"Refosco"
2016-08-30,12,3,"R5","12.3.R5",9,7,12.9,13.7,12.2,"",NA,15,"Auxerrois"
2016-08-30,21,9,"R2","21.9.R2",1,4,11.6,11.9,11.9,"",NA,15,"Gruner Veltiner"
2016-08-30,18,7,"R8","18.7.R8",1,NA,13.6,13.1,13.7,"",NA,15,"Marsanne"
2016-08-30,20,2,"R2","20.2.R2",3,1,14,11.9,12.9,"",NA,15,"Valdepenas"
2016-08-30,22,9,"R4","22.9.R4",3,3,11.7,10.9,10.6,"",NA,15,"Durif2"
2016-08-30,43,3,"R1","43.3.R1",9,NA,10.3,10.1,10.9,"",NA,15,"July Muscat"
2016-08-30,29,7,"R4","29.7.R4",3,2,12,11.7,13.8,"",NA,15,"Tocai Friulano"
2016-08-30,12,5,"R6","12.5.R6",9,NA,11.7,14.5,11.3,"",NA,15,"Chardonnay"
2016-08-30,13,3,"R7","13.3.R7",3,NA,13.9,13.9,12.9,"",NA,15,"Pinot gris"
2016-08-30,13,5,"R5","13.5.R5",7,NA,12.4,12,10.6,"",NA,15,"Pinot  Meunier"
2016-08-30,27,1,"R5","27.1.R5",4,NA,13.6,11.9,11.7,"",NA,15,"Coda di Volpe"
2016-08-30,18,7,"R3","18.7.R3",3,NA,12.6,14,13.4,"",NA,15,"Marsanne"
2016-08-30,22,7,"R2","22.7.R2",2,1,8.3,7.7,7.8,"",NA,15,"Furmint"
2016-08-30,21,9,"R7","21.9.R7",7,NA,12.1,13.2,12,"",NA,15,"Gruner Veltiner"
2016-08-30,15,3,"R4","15.3.R4",9,NA,12.1,11.4,11.7,"",NA,15,"Merlot"
2016-08-30,32,7,"R1","32.7.R1",3,NA,11.2,11.2,10.9,"",NA,15,"Pinotage"
2016-08-30,32,5,"R1","32.5.R1",3,3,11.6,13.5,10.4,"",NA,15,"Rkatsiteli"
2016-08-30,17,3,"R8","17.3.R8",7,NA,12.2,10.9,11.4,"",NA,15,"Alicante Bouchet"
2016-08-30,23,7,"R8","23.7.R8",1,NA,11.8,11.9,13,"",NA,15,"Szagos feher"
2016-08-30,32,3,"R4","32.3.R4",1,NA,13.4,12.6,13.1,"",NA,15,"Zinfandel/Primitivo"
2016-08-30,18,7,"R7","18.7.R7",4,4,11.2,11.9,10.4,"",NA,15,"Marsanne"
2016-08-30,13,5,"R1","13.5.R1",2,3,11.1,12.6,11.5,"",NA,15,"Pinot  Meunier"
2016-08-30,26,6,"R3","26.6.R3",4,4,12.4,11.7,11.9,"",NA,15,"Sangiovese"
2016-08-30,20,2,"R1","20.2.R1",2,3,12,11.9,10.8,"",NA,15,"Valdepenas"
2016-08-30,23,7,"R5","23.7.R5",3,3,9.1,10,10.6,"",NA,15,"Szagos feher"
2016-08-30,20,4,"R5","20.4.R5",4,4,12.9,10.5,11.3,"",NA,15,"Viognier"
2016-08-30,43,3,"R5","43.3.R5",9,NA,10.1,10.4,11.1,"",NA,15,"July Muscat"
2016-08-30,12,3,"R4","12.3.R4",2,2,13,15.6,13,"",NA,15,"Auxerrois"
2016-08-30,39,3,"R3","39.3.R3",3,NA,10.9,10.7,11.9,"",NA,15,"Calzin"
2016-08-30,23,7,"R1","23.7.R1",7,NA,12.3,13.7,13.5,"",NA,15,"Szagos feher"
2016-08-30,NA,NA,"","UNLABELED 3",3,2,12.4,11.3,14.5,"",NA,15,NA
2016-08-30,27,1,"R2","27.1.R2",1,NA,11.8,11.3,12.7,"",NA,15,"Coda di Volpe"
2016-08-30,18,3,"R7","18.3.R7",1,NA,16.3,15.2,15.9,"",NA,15,"Counoise"
2016-08-30,NA,NA,"","UNLABELED 2",2,2,11.9,13.7,13.4,"",NA,15,NA
2016-08-30,21,9,"R5","21.9.R5",2,3,11.5,12,12.3,"",NA,15,"Gruner Veltiner"
2016-08-30,34,1,"R5","34.1.R5",4,7,13.3,12.1,13.8,"",NA,15,"Macabeo"
2016-08-30,42,7,"R3","42.7.R3",9,NA,13.8,12.3,12.6,"",NA,15,"Early Muscat"
2016-08-30,39,7,"R7","39.7.R7",4,NA,10.7,9.8,13.6,"",NA,15,"Carnelian"
2016-08-30,34,5,"R4","34.5.R4",9,9,12.4,13.7,12.3,"",NA,15,"Morrastel"
2016-08-30,35,3,"R4","35.3.R4",3,3,9.5,9.6,9.3,"",NA,15,"Tempranillo"
2016-08-30,18,7,"R6","18.7.R6",4,4,10.4,10.6,10.4,"",NA,15,"Marsanne"
2016-08-30,18,3,"R5","18.3.R5",1,NA,11.1,12.6,11.9,"",NA,15,"Counoise"
2016-08-30,12,3,"R2","12.3.R2",7,4,13.1,11,13.7,"",NA,15,"Auxerrois"
2016-08-30,13,9,"R6","13.9.R6",7,4,11.6,11.4,11.3,"",NA,15,"Cabernet franc"
2016-08-30,14,3,"R1","14.3.R7",1,3,8.7,10,10.1,"",NA,15,"Carmenere"
2016-08-30,32,7,"R3","32.7.R3",4,4,11.7,13.3,12.5,"",NA,15,"Pinotage"
2016-08-30,19,7,"R5","19.7.R5",1,NA,11.4,10.4,11.9,"",NA,15,"Roussanne"
2016-08-30,19,9,"R3","19.9.R3",3,4,12.4,12.6,12.6,"",NA,15,"Syrah"
2016-08-30,18,1,"R8","18.1.R8",1,NA,9.8,10.7,9.4,"",NA,15,"Cinsault"
2016-08-30,34,5,"R6","34.5.R6",1,3,13.5,12.4,14.3,"",NA,15,"Morrastel"
2016-08-30,13,9,"R7","13.9.R7",9,9,12.4,12.5,10,"",NA,15,"Cabernet franc"
2016-08-30,20,5,"R9","20.5.R9",9,NA,11.9,10.1,9.3,"",NA,15,"Gewurtztraminer"
2016-08-30,26,6,"R7","26.6.R7",9,NA,11.6,12.1,12.2,"",NA,15,"Sangiovese"
2016-08-30,24,1,"R5","24.1.R5",7,NA,13.3,9.9,11.3,"",NA,15,"Barbera"
2016-08-30,29,7,"R6","29.7.R6",1,2,12,11.8,13.3,"",NA,15,"Tocai Friulano"
2016-08-30,12,1,"R4","12.1.R4",9,4,11.5,10.5,9.6,"",NA,15,"Aligote"
2016-08-30,22,7,"R6","22.7.R6",2,NA,11.5,11.8,9.3,"",NA,15,"Furmint"
2016-08-30,14,3,"R6","14.3.R6",1,NA,11.7,10.9,9.6,"",NA,15,"Carmenere"
2016-08-30,25,9,"R5","25.9.R5",4,4,12,9.7,12.1,"",NA,15,"Nebbiolo"
2016-08-30,13,9,"R4","13.9.R4",7,4,10.5,10.3,9.8,"",NA,15,"Cabernet franc"
2016-08-30,12,5,"R1","12.5.R1",11,11,10.9,10.4,9,"",NA,15,"Chardonnay"
2016-08-30,13,3,"R4","13.3.R4",3,4,10.2,12.2,9.8,"",NA,15,"Pinot gris"
2016-08-30,13,3,"R2","13.3.R2",9,NA,10.3,11.7,12.1,"",NA,15,"Pinot gris"
2016-08-30,24,9,"R7","24.9.R7",3,NA,11.8,12.2,11.3,"",NA,15,"Dolcetto"
2016-08-30,14,1,"R8","14.1.R8",4,NA,13.7,13.4,12.9,"",NA,15,"Cabernet Sauvignon"
2016-08-30,42,7,"R5","42.7.R5",4,4,11.2,11,11.5,"",NA,15,"Early Muscat"
2016-08-30,20,5,"R6","20.5.R6",9,NA,11,13.1,11.5,"",NA,15,"Gewurtztraminer"
2016-08-30,12,10,"R4","12.10.R4",7,NA,12.1,11.4,12.9,"",NA,15,"Melon"
2016-08-30,19,9,"R7","19.9.R7",7,4,10.9,12,11.7,"",NA,15,"Syrah"
2016-08-30,22,7,"R1","22.7.R1",4,NA,11.1,10.2,11.3,"",NA,15,"Furmint"
2016-08-30,24,9,"R3","24.9.R3",4,NA,9.8,9.9,10,"",NA,15,"Dolcetto"
2016-08-30,19,7,"R6","19.7.R6",3,NA,11.1,10.6,10.7,"",NA,15,"Roussanne"
2016-08-30,21,7,"R6","21.7.R6",7,NA,11.4,11.4,11,"",NA,15,"Chasselas doree"
2016-08-30,40,9,"R4","40.9.R4",3,NA,11.8,10.5,9.6,"",NA,15,"Ruby Cabernet"
2016-08-30,38,7,"R4","38.7.R4",3,4,11.7,11.5,11.3,"",NA,15,"Verdelho"
2016-08-30,39,3,"R5","39.3.R5",1,NA,11.6,12.2,12.9,"",NA,15,"Calzin"
2016-08-30,20,5,"R8","20.5.R8",9,NA,11.1,11.1,10.6,"",NA,15,"Gewurtztraminer"
2016-08-30,32,7,"R5","32.7.R5",3,7,14,13.9,14.4,"",NA,15,"Pinotage"
2016-08-30,20,4,"R1","20.4.R1",3,NA,10.7,10.3,10.3,"",NA,15,"Viognier"
2016-08-30,15,3,"R6","15.3.R6",2,2,11,10.4,10.6,"",NA,15,"Merlot"
2016-08-30,13,3,"R9","13.3.R9",4,NA,10.1,12.4,12,"",NA,15,"Pinot gris"
2016-08-30,18,3,"R2","18.3.R2",2,NA,13,13.1,15.2,"",NA,15,"Counoise"
2016-08-30,38,7,"R5","38.7.R5",4,NA,13.9,11,11.7,"",NA,15,"Verdelho"
2016-08-30,29,7,"R2","29.7.R2",2,2,12.6,11.3,11.3,"",NA,15,"Tocai Friulano"
2016-08-30,15,3,"R5","15.3.R5",2,NA,13.9,14,12.1,"",NA,15,"Merlot"
2016-08-30,28,7,"R6","28.7.R6",2,4,10.8,10,12.2,"",NA,15,"Refosco"
2016-08-30,22,9,"R8","22.9.R8",4,4,11.1,9.6,13.8,"",NA,15,"Durif2"
2016-08-30,26,6,"R5","26.6.R5",4,3,12,10.7,10.9,"",NA,15,"Sangiovese"
2016-08-30,32,7,"R2","32.7.R2",4,3,13.4,12.3,12.3,"",NA,15,"Pinotage"
2016-08-30,34,7,"R6","34.7.R6",3,NA,11.4,11.9,11.8,"",NA,15,"Palomino"
2016-08-30,39,3,"R1","39.3.R1",1,NA,9.7,10.3,10.2,"",NA,15,"Calzin"
2016-08-30,35,3,"R2","35.3.R2",3,4,11.4,9.8,11.9,"",NA,15,"Tempranillo"
2016-08-30,24,1,"R6","24.1.R6",3,7,13.4,13,13.9,"",NA,15,"Barbera"
2016-08-30,14,3,"R8","14.3.R8",1,2,10.4,11.5,13.8,"",NA,15,"Carmenere"
2016-08-30,29,3,"R2","29.3.R2",4,4,13.6,14,14.1,"",NA,15,"Schiopettino"
2016-08-30,40,9,"R5","40.9.R5",3,NA,12.3,11.3,13.3,"",NA,15,"Ruby Cabernet"
2016-08-30,12,5,"R4","12.5.R4",7,4,10.9,9.6,9.6,"",NA,15,"Chardonnay"
2016-08-30,28,7,"R2","28.7.R2",3,NA,9.8,9,9.3,"",NA,15,"Refosco"
2016-08-30,35,3,"R3","35.3.R3",3,4,10.5,12.6,11.5,"",NA,15,"Tempranillo"
2016-08-30,43,3,"R4","43.3.R4",7,9,11.4,13.2,11.6,"",NA,15,"July Muscat"
2016-08-30,19,7,"R1","19.7.R1",2,2,11.4,10.9,11.1,"",NA,15,"Roussanne"
2016-08-30,16,1,"R1","16.1.R1",7,4,11,13,12.3,"",NA,15,"Sauvignon blanc"
2016-08-30,19,7,"R3","19.7.R3",2,2,11,11.5,9.2,"",NA,15,"Roussanne"
2016-08-30,39,7,"R3","39.7.R3",4,NA,11.1,10.1,10.5,"",NA,15,"Carnelian"
2016-08-30,13,9,"R5","13.9.R5",9,9,10.6,11.4,9.5,"",NA,15,"Cabernet franc"
2016-08-30,40,9,"R8","40.9.R8",3,NA,11.1,10.9,12.3,"",NA,15,"Ruby Cabernet"
2016-08-30,16,1,"R2","16.1.R2",2,NA,9.4,9.4,8.3,"",NA,15,"Sauvignon blanc"
2016-08-30,18,5,"R7","18.5.R7",4,3,13.9,15.1,10.1,"",NA,15,"Durif1"
2016-08-30,20,4,"R8","20.4.R8",3,2,12.4,9.6,10.5,"",NA,15,"Viognier"
2016-08-30,39,3,"R4","39.3.R4",2,1,10,11,10.3,"",NA,15,"Calzin"
2016-08-30,44,1,"R2","44.1.R2",3,4,12.6,12.5,13.3,"",NA,15,"Ruby Seedless"
2016-08-30,12,10,"R5","12.10.R5",2,3,13.5,10.9,12.1,"",NA,15,"Melon"
2016-08-30,18,3,"R9","18.3.R9",3,NA,12.1,17.1,14,"",NA,15,"Counoise"
2016-08-30,35,3,"R1","35.3.R1",3,3,9.9,13.6,10.4,"",NA,15,"Tempranillo"
2016-08-30,20,5,"R1","20.5.R1",7,NA,10.7,12.2,10.2,"",NA,15,"Gewurtztraminer"
2016-08-30,22,1,"R3","22.1.R3",3,NA,10.7,11.3,10.7,"",NA,15,"Rotgipfler"
2016-08-30,12,1,"R2","12.1.R2",3,4,13.3,12.2,12.2,"",NA,15,"Aligote"
2016-08-30,21,7,"R1","21.7.R1",4,NA,11.7,11.5,12.4,"",NA,15,"Chasselas doree"
2016-08-30,17,2,"R3","17.2.R3",3,1,9.6,10.9,11.4,"",NA,15,"Ugni blanc/Trebbiano"
2016-08-30,25,9,"R6","25.9.R6",4,3,11.5,9.6,11.5,"",NA,15,"Nebbiolo"
2016-08-30,23,7,"R3","23.7.R3",4,4,13.5,12.5,12.6,"",NA,15,"Szagos feher"
2016-08-30,34,5,"R5","34.5.R5",3,NA,13.3,12,13.3,"",NA,15,"Morrastel"
2016-08-30,32,3,"R1","32.3.R1",1,3,10.3,9.5,12.2,"",NA,15,"Zinfandel/Primitivo"
2016-08-30,23,7,"R7","23.7.R7",3,3,14.3,14.5,14.6,"",NA,15,"Szagos feher"
2016-08-30,17,2,"R1","17.2.R1",1,3,10.3,9.8,10.7,"",NA,15,"Ugni blanc/Trebbiano"
2016-08-30,22,9,"R1","22.9.R1",1,NA,9.6,10.4,10.8,"",NA,15,"Durif2"
2016-08-30,14,3,"R3","14.3.R3",2,4,10.8,11.3,10.1,"",NA,15,"Carmenere"
2016-08-30,29,3,"R6","29.3.R6",3,NA,13.9,12.3,12.9,"",NA,15,"Schiopettino"
2016-08-30,14,1,"R2","14.1.R2",3,NA,11.4,11.4,12,"",NA,15,"Cabernet Sauvignon"
2016-08-30,26,6,"R4","26.6.R4",4,3,9.8,10.3,11.4,"",NA,15,"Sangiovese"
2016-08-30,32,5,"R2","32.5.R2",3,NA,10.8,9.6,11.4,"",NA,15,"Rkatsiteli"
2016-08-30,22,7,"R7","22.7.R7",4,NA,10.7,9.6,10.6,"",NA,15,"Furmint"
2016-08-30,13,3,"R8","13.3.R8",4,NA,8.8,8,9.3,"",NA,15,"Pinot gris"
2016-08-30,13,9,"R1","13.9.R1",9,2,9.1,9.3,9.8,"",NA,15,"Cabernet franc"
2016-08-30,18,3,"R3","18.3.R3",1,1,9.4,9.8,9.1,"",NA,15,"Counoise"
2016-08-30,12,10,"R3","12.10.R3",4,7,11.1,9.1,10.4,"",NA,15,"Melon"
2016-08-30,20,5,"R4","20.5.R4",9,NA,10,10.6,8.8,"",NA,15,"Gewurtztraminer"
2016-08-30,NA,NA,"","UNLABELED 4",3,3,13.3,14.1,13.9,"",NA,15,NA
2016-08-30,34,1,"R1","34.1.R1",3,2,11.2,10.1,10,"",NA,15,"Macabeo"
2016-08-30,12,5,"R7","12.5.R7",4,NA,10.2,9.8,9.4,"",NA,15,"Chardonnay"
2016-08-30,38,7,"R1","38.7.R1",7,4,9.3,8.8,10.1,"",NA,15,"Verdelho"
2016-08-30,32,3,"R5","32.3.R5",9,NA,10.4,10.5,10.8,"",NA,15,"Zinfandel/Primitivo"
2016-08-30,34,7,"R3","34.7.R3",3,3,11,10.4,12,"",NA,15,"Palomino"
2016-08-30,43,3,"R2","43.3.R2",9,9,9.1,10.3,10.6,"",NA,15,"July Muscat"
2016-09-01,18,1,"R5","18.1.R5",2,3,10.7,9.5,11,"",NA,17,"Cinsault"
2016-09-01,18,1,"R2","18.1.R2",9,4,8.7,9.3,9.6,"",NA,17,"Cinsault"
2016-09-01,39,7,"R9","39.7.R9",9,NA,10.1,9.8,9.3,"",NA,17,"Carnelian"
2016-09-01,34,5,"R3","34.5.R3",2,3,13.3,13.9,13.8,"",NA,17,"Morrastel"
2016-09-01,29,7,"R1","29.7.R1",2,NA,8.5,10.8,10.2,"",NA,17,"Tocai Friulano"
2016-09-01,14,3,"R9","14.3.R9",4,3,12,9.9,10.9,"",NA,17,"Carmenere"
2016-09-01,18,3,"R8","18.3.R8",9,9,8.7,10.5,9.9,"",NA,17,"Counoise"
2016-09-01,18,1,"R4","18.1.R4",4,3,13.7,13.7,12.8,"",NA,17,"Cinsault"
2016-09-01,20,4,"R7","20.4.R7",9,7,11,10.8,10.6,"",NA,17,"Viognier"
2016-09-01,24,9,"R6","24.9.R6",7,9,10.8,12,12.3,"",NA,17,"Dolcetto"
2016-09-01,24,9,"R5","24.9.R5",4,3,9.8,12.4,11.6,"",NA,17,"Dolcetto"
2016-09-01,23,7,"R4","23.7.R4",9,7,9,8.9,9.3,"",NA,17,"Szagos feher"
2016-09-01,39,7,"R1","39.7.R1",9,NA,12.8,12.3,12.2,"",NA,17,"Carnelian"
2016-09-01,22,7,"R3","22.7.R3",4,NA,8.5,10,9.1,"",NA,17,"Furmint"
2016-09-01,12,1,"R7","12.1.R7",7,9,10.9,13.4,11.3,"",NA,17,"Aligote"
2016-09-01,12,1,"R5","12.1.R5",7,NA,11.6,10.4,11.6,"",NA,17,"Aligote"
2016-09-01,22,1,"R6","22.1.R6",4,NA,11.5,11.6,12.4,"",NA,17,"Rotgipfler"
2016-09-01,34,1,"R2","34.1.R2",9,4,12.1,13.8,12,"",NA,17,"Macabeo"
2016-09-01,39,7,"R2","39.7.R2",9,9,8.9,9.8,10.2,"",NA,17,"Carnelian"
2016-09-01,22,1,"R5","22.1.R5",3,4,9.7,7.9,8.8,"",NA,17,"Rotgipfler"
2016-09-01,19,9,"R6","19.9.R6",3,2,11.7,10.2,12.3,"",NA,17,"Syrah"
2016-09-01,25,9,"R4","25.9.R4",4,4,10,9.8,8.7,"",NA,17,"Nebbiolo"
2016-09-01,12,7,"R4","12.7.R4",2,7,13.5,10.6,13,"",NA,17,"Gamay Noir"
2016-09-01,22,7,"R5","22.7.R5",7,NA,14.9,11.2,14.1,"",NA,17,"Furmint"
2016-09-01,29,3,"R4","29.3.R4",3,NA,9.3,9.5,10,"",NA,17,"Schiopettino"
2016-09-01,14,1,"R4","14.1.R4",2,NA,9.5,9.9,10.1,"",NA,17,"Cabernet Sauvignon"
2016-09-01,18,7,"R4","18.7.R4",2,NA,9.8,10.5,9,"",NA,17,"Marsanne"
2016-09-01,20,2,"R3","20.2.R3",4,4,9.8,10.5,9.5,"",NA,17,"Valdepenas"
2016-09-01,23,7,"R6","23.7.R6",7,7,13.4,14.7,14.4,"",NA,17,"Szagos feher"
2016-09-01,29,3,"R3","29.3.R3",3,4,10.3,10.7,10.9,"",NA,17,"Schiopettino"
2016-09-01,34,1,"R4","34.1.R4",2,3,14,14.5,13.8,"",NA,17,"Macabeo"
2016-09-01,44,1,"R4","44.1.R4",4,NA,11.8,13.4,12.3,"",NA,17,"Ruby Seedless"
2016-09-01,40,9,"R6","40.9.R6",2,4,10.2,11,10,"",NA,17,"Ruby Cabernet"
2016-09-01,12,7,"R7","12.7.R7",4,NA,11.2,9.9,11.3,"",NA,17,"Gamay Noir"
2016-09-01,24,1,"R7","24.1.R7",9,4,10.2,10.6,10.1,"",NA,17,"Barbera"
2016-09-01,19,9,"R4","19.9.R4",7,NA,13.3,13.6,12.4,"",NA,17,"Syrah"
2016-09-01,12,5,"R5","12.5.R5",3,9,10.9,11.9,11.9,"",NA,17,"Chardonnay"
2016-09-01,32,5,"R4","32.5.R4",3,NA,12,13.5,10.9,"",NA,17,"Rkatsiteli"
2016-09-01,18,5,"R3","18.5.R3",9,NA,8,9.5,8.5,"",NA,17,"Durif1"
2016-09-01,20,2,"R4","20.2.R4",3,7,10,10.9,11.6,"",NA,17,"Valdepenas"
2016-09-01,24,1,"R3","24.1.R3",7,9,9,10.3,10.2,"",NA,17,"Barbera"
2016-09-01,24,1,"R2","24.1.R2",9,NA,11.3,11.5,10.5,"",NA,17,"Barbera"
2016-09-01,38,7,"R2","38.7.R2",4,9,9,8.3,8.5,"",NA,17,"Verdelho"
2016-09-01,22,9,"R7","22.9.R7",3,NA,13.4,13.1,11,"",NA,17,"Durif2"
2016-09-01,21,7,"R2","21.7.R2",9,NA,9.7,9.1,9,"leaves do no resemble leaves from other plants of same variety",NA,17,"Chasselas doree"
2016-09-01,21,7,"R3","21.7.R3",9,NA,11.2,10.5,10.4,"",NA,17,"Chasselas doree"
2016-09-01,12,7,"R3","12.7.R3",9,7,10.9,10,9.2,"",NA,17,"Gamay Noir"
2016-09-01,18,5,"R5","18.5.R5",2,4,10.9,9.8,8.4,"",NA,17,"Durif1"
2016-09-01,21,7,"R4","21.7.R4",9,9,10.7,10.3,10.8,"",NA,17,"Chasselas doree"
2016-09-01,27,1,"R4","27.1.R4",9,NA,13.8,11.7,12.9,"",NA,17,"Coda di Volpe"
2016-09-01,12,7,"R5","12.7.R5",9,NA,11,12,12.3,"",NA,17,"Gamay Noir"
2016-09-01,21,9,"R1","21.9.R1",7,7,11.7,13.4,9.9,"",NA,17,"Gruner Veltiner"
2016-09-01,34,1,"R6","34.1.R6",2,4,10.9,10.1,11.2,"",NA,17,"Macabeo"
2016-09-01,13,5,"R2","13.5.R2",9,9,10.2,9.3,9.3,"",NA,17,"Pinot  Meunier"
2016-09-01,39,7,"R6","39.7.R6",3,NA,10.3,12.1,11.5,"",NA,17,"Carnelian"
2016-09-01,20,2,"R5","20.2.R5",7,NA,10.3,13.3,10.2,"",NA,17,"Valdepenas"
2016-09-01,32,3,"R3","32.3.R3",9,9,10.6,12.1,11.1,"",NA,17,"Zinfandel/Primitivo"
2016-09-01,13,5,"R3","13.5.R3",9,NA,11.7,13.1,11.5,"",NA,17,"Pinot  Meunier"
2016-09-01,18,1,"R1","18.1.R1",1,4,10.2,10.5,11.4,"",NA,17,"Cinsault"
2016-09-01,24,1,"R1","24.1.R1",9,9,9.8,9.7,12,"",NA,17,"Barbera"
2016-09-01,21,7,"R5","21.7.R5",9,NA,9.7,12.6,9.8,"",NA,17,"Chasselas doree"
2016-09-01,20,4,"R3","20.4.R3",4,7,9,10.5,11.4,"",NA,17,"Viognier"
2016-09-01,34,7,"R4","34.7.R4",9,9,9,12.2,11.3,"",NA,17,"Palomino"
2016-09-01,12,7,"R8","12.7.R8",4,1,9.7,8.9,11.3,"",NA,17,"Gamay Noir"
2016-09-01,24,1,"R4","24.1.R4",9,9,8.9,10.1,11.6,"",NA,17,"Barbera"
2016-09-01,28,7,"R4","28.7.R4",3,3,10.2,10.3,11.2,"",NA,17,"Refosco"
2016-09-01,12,10,"R2","12.10.R2",9,4,10.9,8.7,10.9,"",NA,17,"Melon"
2016-09-01,40,9,"R2","40.9.R2",4,3,9.8,10.9,11.6,"",NA,17,"Ruby Cabernet"
2016-09-01,22,9,"R6","22.9.R6",9,4,11.1,9.8,9.5,"",NA,17,"Durif2"
2016-09-01,15,3,"R3","15.3.R3",9,NA,10.3,11.5,11.1,"",NA,17,"Merlot"
2016-09-01,29,3,"R5","29.3.R5",3,3,13.4,14.3,12.2,"",NA,17,"Schiopettino"
2016-09-01,39,7,"R5","39.7.R5",4,NA,12.3,13.7,13.8,"",NA,17,"Carnelian"
2016-09-01,21,9,"R8","21.9.R8",3,7,9.8,10.9,13.1,"",NA,17,"Gruner Veltiner"
2016-09-01,22,1,"R1","22.1.R1",9,NA,13.3,12.5,13.9,"",NA,17,"Rotgipfler"
2016-09-01,32,3,"R6","32.3.R6",2,3,8.7,8.6,8.7,"",NA,17,"Zinfandel/Primitivo"
2016-09-01,20,4,"R2","20.4.R2",9,NA,10.8,8.8,10.5,"",NA,17,"Viognier"
2016-09-01,17,3,"R7","17.3.R7",4,NA,9.2,8.5,10.1,"",NA,17,"Alicante Bouchet"
2016-09-01,12,3,"R3","12.3.R3",4,NA,10.9,12.5,12.9,"",NA,17,"Auxerrois"
2016-09-01,24,9,"R1","24.9.R1",4,4,13.5,12.3,12.2,"",NA,17,"Dolcetto"
2016-09-01,16,1,"R4","16.1.R4",4,NA,8.5,12.6,12.5,"",NA,17,"Sauvignon blanc"
2016-09-01,18,1,"R3","18.1.R3",4,4,10.3,11,10.4,"",NA,17,"Cinsault"
2016-09-01,19,7,"R4","19.7.R4",3,2,14.3,12.5,12.6,"",NA,17,"Roussanne"
2016-09-01,28,7,"R3","28.7.R3",4,7,11.5,11.6,13.8,"",NA,17,"Refosco"
2016-09-01,13,3,"R1","13.3.R1",3,4,9.2,9.6,11.9,"",NA,17,"Pinot gris"
2016-09-01,44,1,"R3","44.1.R3",4,9,14.3,13.3,12.8,"",NA,17,"Ruby Seedless"
2016-09-01,12,5,"R2","12.5.R2",9,9,8.7,9.3,9.1,"",NA,17,"Chardonnay"
2016-09-01,19,9,"R1","19.9.R1",7,4,10.9,14.7,12.2,"",NA,17,"Syrah"
2016-09-01,14,1,"R3","14.1.R3",4,NA,15,12.3,11.9,"",NA,17,"Cabernet Sauvignon"
2016-09-01,34,5,"R2","34.5.R2",4,NA,10.2,11.9,10.4,"",NA,17,"Morrastel"
2016-09-01,15,3,"R1","15.3.R1",7,2,8.8,11,11.2,"",NA,17,"Merlot"
2016-09-01,22,1,"R4","22.1.R4",9,4,11.8,13.9,12.4,"",NA,17,"Rotgipfler"
2016-09-01,22,9,"R5","22.9.R5",4,4,14.8,13.6,12,"",NA,17,"Durif2"
2016-09-01,17,3,"R5","17.3.R5",9,4,10.1,11.8,10.7,"",NA,17,"Alicante Bouchet"
2016-09-01,18,7,"R9","18.7.R9",3,NA,13,12.4,13.6,"",NA,17,"Marsanne"
2016-09-01,17,2,"R2","17.2.R2",3,2,13.6,11.5,13.3,"",NA,17,"Ugni blanc/Trebbiano"
2016-09-01,29,3,"R7","29.3.R7",4,3,10.6,11.6,12,"",NA,17,"Schiopettino"
2016-09-01,13,5,"R4","13.5.R4",3,NA,11.9,9.9,9.5,"",NA,17,"Pinot  Meunier"
2016-09-01,14,3,"R7","14.3.R1",7,9,11.9,10.4,12,"",NA,17,"Carmenere"
2016-09-01,24,9,"R2","24.9.R2",4,4,12.7,11.2,12.3,"",NA,17,"Dolcetto"
