"Date","RowNum","Num","Rep","RowNumNumRep","Treat","stem1_length","stem2_length","stem1_leafnum","stem2_leafnum","stem1_percflow","stem2_percflow","stem1_caps","stem2_caps","moist_1","moist_2","moist_3","stem1_bagbuds","stem2_bagbuds","stem1_vFcount","stem2_vFcount","stem1_vFexpec","stem2_vFexpec","notes","days","Var","length_mean","lfnum_mean","sm_mean","pf_mean","bfall_mean","vFcount_mean","vFest_mean","sm_cat","mean.moist","perflow","bagbuds","stem1_vFper","stem2_vFper","daysinchamb","stem1lfchange","stem2lfchange","stem1change","stem2change","stem1vFestcount","stem2vFestcount","stemlenchange"
0016-09-14,18,5,"R4","18.5.R4","Chamber 3",412.66,NA,10,NA,0,NA,0,NA,14.6,14.7,16,NA,NA,0,NA,NA,NA,"",30,"Durif1",412.66,10,15.1,0,NA,0,NA,"dry",15.1,0,0,0,NA,2,1,NA,40.29,NA,NA,NA,40.29
0016-09-14,18,5,"R5","18.5.R5","Chamber 3",0,230.45,0,9,0,0,0,0,12.6,12.2,11.8,NA,NA,0,NA,NA,NA,"",30,"Durif1",115.225,4.5,12.2,0,NA,0,NA,"driest",12.2,0,0,0,NA,2,0,1,0,20.31,NA,NA,10.155
0016-09-14,18,5,"R8","18.5.R8","Chamber 1",355.16,NA,10,NA,0,NA,0,NA,14.9,15.5,15.5,NA,NA,0,NA,NA,NA,"",30,"Durif1",355.16,10,15.3,0,NA,0,NA,"dry",15.3,0,0,0,NA,2,0,NA,42.68,NA,NA,NA,42.68
0016-09-14,19,9,"R3","19.9.R3","Chamber 4",106.69,253.91,5,9,0,0,0,0,16.3,16.6,15,NA,NA,0,NA,NA,NA,"",30,"Syrah",180.3,7,15.9666666666667,0,NA,0,NA,"moist",15.9666666666667,0,0,NA,NA,5,1,3,19.71,63.34,NA,NA,41.525
0016-09-14,20,2,"R1","20.2.R1","Chamber 5",57.38,162.75,5,9,0,0,0,0,18.1,18.1,18.6,NA,NA,0,NA,NA,NA,"",30,"Valdepenas",110.065,7,18.2666666666667,0,NA,0,NA,"very moist",18.2666666666667,0,0,NA,NA,0,0,0,0,0,NA,NA,0
0016-09-14,20,2,"R4","20.2.R4","Chamber 5",36.21,193.78,5,9,0,0,0,0,13.6,11.5,12.4,NA,NA,0,NA,NA,NA,"",30,"Valdepenas",114.995,7,12.5,0,NA,0,NA,"driest",12.5,0,0,NA,NA,5,1,1,4.48,13.14,NA,NA,8.81000000000001
0016-09-14,20,2,"R5","20.2.R5","Chamber 4",205.5,NA,8,NA,0,NA,0,NA,11.3,10.9,11.3,NA,NA,0,NA,NA,NA,"",30,"Valdepenas",205.5,8,11.1666666666667,0,NA,0,NA,"driest",11.1666666666667,0,0,0,NA,0,0,NA,0,NA,NA,NA,0
0016-09-14,20,5,"R3","20.5.R3","Chamber 3",32,71.56,5,6,0,0,0,0,14.3,13.2,11.6,NA,NA,0,NA,NA,NA,"",30,"Gewurtztraminer",51.78,5.5,13.0333333333333,0,NA,0,NA,"driest",13.0333333333333,0,0,NA,NA,2,0,1,0.0599999999999987,5.95,NA,NA,3.005
0016-09-14,38,7,"R2","38.7.R2","Chamber 5",65.39,170.91,5,7,0,0,0,0,14.6,12.5,14.8,NA,NA,0,NA,NA,NA,"",30,"Verdelho",118.15,6,13.9666666666667,0,NA,0,NA,"dry",13.9666666666667,0,0,0,NA,5,0,2,14.35,29.79,NA,NA,22.07
0016-09-14,38,7,"R3","38.7.R3","Chamber 4",121.88,208.09,6,8,0,0,0,0,12.5,11.6,12.1,NA,NA,0,NA,NA,NA,"",30,"Verdelho",164.985,7,12.0666666666667,0,NA,0,NA,"driest",12.0666666666667,0,0,NA,NA,5,1,0,38.64,36.72,NA,NA,37.68
0016-09-14,38,7,"R4","38.7.R4","Chamber 3",64.67,126.53,5,8,0,0,0,0,17.5,18.6,14.9,NA,NA,0,NA,NA,NA,"",30,"Verdelho",95.6,6.5,17,0,NA,0,NA,"moist",17,0,0,NA,NA,5,1,2,5.57,15.84,NA,NA,10.705
0016-09-14,38,7,"R5","38.7.R5","Chamber 2",171.05,NA,7,NA,0,NA,0,NA,15.2,15.2,14.7,NA,NA,0,NA,NA,NA,"",30,"Verdelho",171.05,7,15.0333333333333,0,NA,0,NA,"dry",15.0333333333333,0,0,NA,NA,5,2,NA,41,NA,NA,NA,41
0016-09-14,38,7,"R6","38.7.R6","Chamber 1",123.68,NA,7,NA,0,NA,0,NA,16.9,20.1,15.7,NA,NA,0,NA,NA,NA,"",30,"Verdelho",123.68,7,17.5666666666667,0,NA,0,NA,"very moist",17.5666666666667,0,0,0,NA,5,2,NA,2.60000000000001,NA,NA,NA,2.60000000000001
0016-09-16,13,3,"R4","13.3.R4","Chamber 2",128.87,141.14,7,6,0,0,0,0,13.2,13.7,15.7,NA,NA,0,NA,NA,NA,"",32,"Pinot gris",135.005,6.5,14.2,0,NA,0,NA,"dry",14.2,0,0,NA,NA,2,1,0,0.430000000000007,5.61999999999998,NA,NA,3.02499999999999
0016-09-16,13,3,"R5","13.3.R5","Chamber 4",282.05,NA,9,NA,0,NA,0,NA,18.2,19.6,19.3,NA,NA,0,NA,NA,NA,"",32,"Pinot gris",282.05,9,19.0333333333333,0,NA,0,NA,"very moist",19.0333333333333,0,0,0,NA,7,3,NA,96.22,NA,NA,NA,96.22
0016-09-16,14,1,"R3","14.1.R3","Chamber 1",235.06,NA,9,NA,0,NA,0,NA,17,19.3,16.6,NA,NA,0,NA,NA,NA,"",32,"Cabernet Sauvignon",235.06,9,17.6333333333333,0,NA,0,NA,"very moist",17.6333333333333,0,0,0,NA,4,1,NA,50.17,NA,NA,NA,50.17
0016-09-16,16,1,"R1","16.1.R1","Chamber 5",77.14,164.28,6,7,0,0,0,0,20.4,18.3,19.4,NA,NA,0,NA,NA,NA,"",32,"Sauvignon blanc",120.71,6.5,19.3666666666667,0,NA,0,NA,"very moist",19.3666666666667,0,0,NA,NA,2,0,0,24.35,9.19999999999999,NA,NA,16.775
0016-09-16,16,1,"R4","16.1.R4","Chamber 4",105.45,NA,7,NA,0,NA,0,NA,17.1,16.5,17.7,NA,NA,0,NA,NA,NA,"",32,"Sauvignon blanc",105.45,7,17.1,0,NA,0,NA,"moist",17.1,0,0,0,NA,4,0,NA,5.43000000000001,NA,NA,NA,5.43000000000001
0016-09-16,16,1,"R7","16.1.R7","Chamber 2",29.83,143.5,4,8,0,0,0,0,14.6,16.3,16.5,NA,NA,0,NA,NA,NA,"",32,"Sauvignon blanc",86.665,6,15.8,0,NA,0,NA,"moist",15.8,0,0,NA,NA,2,0,0,9.51,21.19,NA,NA,15.35
0016-09-16,18,5,"R1","18.5.R1","Chamber 3",192.84,319.9,9,10,0,0,0,0,18.4,16.1,18.1,NA,NA,0,NA,NA,NA,"",32,"Durif1",256.37,9.5,17.5333333333333,0,NA,0,NA,"very moist",17.5333333333333,0,0,0,NA,7,3,3,45.52,96.71,NA,NA,71.115
0016-09-16,18,5,"R4","18.5.R4","Chamber 3",463.76,NA,10,NA,0,NA,0,NA,16.7,15.5,16.6,NA,NA,0,NA,NA,NA,"",32,"Durif1",463.76,10,16.2666666666667,0,NA,0,NA,"moist",16.2666666666667,0,0,0,NA,4,1,NA,91.39,NA,NA,NA,91.39
0016-09-16,18,5,"R5","18.5.R5","Chamber 3",0,281.28,0,10,0,0,0,0,15.9,14.7,17.3,NA,NA,0,NA,NA,NA,"",32,"Durif1",140.64,5,15.9666666666667,0,NA,0,NA,"moist",15.9666666666667,0,0,0,NA,4,0,2,0,71.14,NA,NA,35.57
0016-09-16,18,5,"R7","18.5.R7","Chamber 2",152.6,184.1,6,9,0,0,0,0,12.7,15.5,13,NA,NA,0,NA,NA,NA,"",32,"Durif1",168.35,7.5,13.7333333333333,0,NA,0,NA,"driest",13.7333333333333,0,0,0,NA,0,0,0,0,0,NA,NA,0
0016-09-16,18,5,"R8","18.5.R8","Chamber 1",371.25,NA,10,NA,0,NA,0,NA,17.2,17.7,16.8,NA,NA,0,NA,NA,NA,"",32,"Durif1",371.25,10,17.2333333333333,0,NA,0,NA,"very moist",17.2333333333333,0,0,0,NA,4,0,NA,58.77,NA,NA,NA,58.77
0016-09-16,19,9,"R3","19.9.R3","Chamber 4",123.24,279.98,6,9,0,0,0,0,19.4,19.1,15.8,NA,NA,0,NA,NA,NA,"",32,"Syrah",201.61,7.5,18.1,0,NA,0,NA,"very moist",18.1,0,0,NA,NA,7,2,3,36.26,89.41,NA,NA,62.835
0016-09-16,20,2,"R1","20.2.R1","Chamber 5",57.61,189.7,5,9,0,0,0,0,18.6,22.5,18.2,NA,NA,0,NA,NA,NA,"",32,"Valdepenas",123.655,7,19.7666666666667,0,NA,0,NA,"very moist",19.7666666666667,0,0,NA,NA,2,0,0,0.229999999999997,26.95,NA,NA,13.59
0016-09-16,20,2,"R4","20.2.R4","Chamber 5",38.54,196.03,5,9,0,0,0,0,18.4,16,18.9,NA,NA,0,NA,NA,NA,"",32,"Valdepenas",117.285,7,17.7666666666667,0,NA,0,NA,"very moist",17.7666666666667,0,0,NA,NA,7,1,1,6.81,15.39,NA,NA,11.1
0016-09-16,20,2,"R5","20.2.R5","Chamber 4",227.62,NA,9,NA,0,NA,0,NA,17,17.7,18.2,NA,NA,0,NA,NA,NA,"",32,"Valdepenas",227.62,9,17.6333333333333,0,NA,0,NA,"very moist",17.6333333333333,0,0,0,NA,2,1,NA,22.12,NA,NA,NA,22.12
0016-09-16,20,5,"R3","20.5.R3","Chamber 3",32.67,80.17,5,7,0,0,0,0,16.1,15.6,16.3,NA,NA,0,NA,NA,NA,"",32,"Gewurtztraminer",56.42,6,16,0,NA,0,NA,"moist",16,0,0,NA,NA,4,0,2,0.73,14.56,NA,NA,7.645
0016-09-16,35,3,"R6","35.3.R6","Chamber 3",226.93,NA,9,NA,0,NA,0,NA,12.8,18.5,16.7,NA,NA,0,NA,NA,NA,"",32,"Tempranillo",226.93,9,16,0,NA,0,NA,"moist",16,0,0,0,NA,0,0,NA,0,NA,NA,NA,0
0016-09-16,38,7,"R2","38.7.R2","Chamber 5",81.31,171.49,6,7,0,0,0,0,19.7,16,18.2,NA,NA,0,NA,NA,NA,"",32,"Verdelho",126.4,6.5,17.9666666666667,0,NA,0,NA,"very moist",17.9666666666667,0,0,0,NA,7,1,2,30.27,30.37,NA,NA,30.32
0016-09-16,38,7,"R3","38.7.R3","Chamber 4",134.22,215.53,7,9,0,0,0,0,15.4,19.4,15.5,NA,NA,0,NA,NA,NA,"",32,"Verdelho",174.875,8,16.7666666666667,0,NA,0,NA,"moist",16.7666666666667,0,0,NA,NA,7,2,1,50.98,44.16,NA,NA,47.57
0016-09-16,38,7,"R4","38.7.R4","Chamber 3",65.7,128.36,5,8,0,0,0,0,18.8,19.9,19.1,NA,NA,0,NA,NA,NA,"",32,"Verdelho",97.03,6.5,19.2666666666667,0,NA,0,NA,"very moist",19.2666666666667,0,0,NA,NA,7,1,2,6.6,17.67,NA,NA,12.135
0016-09-16,38,7,"R5","38.7.R5","Chamber 2",183.86,NA,8,NA,0,NA,0,NA,13.4,12.6,11,NA,NA,0,NA,NA,NA,"",32,"Verdelho",183.86,8,12.3333333333333,0,NA,0,NA,"driest",12.3333333333333,0,0,NA,NA,7,3,NA,53.81,NA,NA,NA,53.81
0016-09-16,38,7,"R6","38.7.R6","Chamber 1",128.34,NA,7,NA,0,NA,0,NA,17.4,18,19.9,NA,NA,0,NA,NA,NA,"",32,"Verdelho",128.34,7,18.4333333333333,0,NA,0,NA,"very moist",18.4333333333333,0,0,0,NA,7,2,NA,7.26000000000001,NA,NA,NA,7.26000000000001
0016-09-19,13,3,"R4","13.3.R4","Chamber 2",130.96,147.31,7,7,0,0,0,0,15.3,14.3,15.3,NA,NA,0,NA,NA,NA,"",35,"Pinot gris",139.135,7,14.9666666666667,0,NA,0,NA,"dry",14.9666666666667,0,0,NA,NA,5,1,1,2.52000000000001,11.79,NA,NA,7.155
0016-09-19,13,3,"R5","13.3.R5","Chamber 4",297.52,NA,10,NA,0,NA,0,NA,23.6,19.8,20.9,NA,NA,0,NA,NA,NA,"",35,"Pinot gris",297.52,10,21.4333333333333,0,NA,0,NA,"very moist",21.4333333333333,0,0,0,NA,10,4,NA,111.69,NA,NA,NA,111.69
0016-09-19,14,1,"R3","14.1.R3","Chamber 1",245.12,NA,10,NA,0,NA,0,NA,14.9,17,16.8,NA,NA,0,NA,NA,NA,"",35,"Cabernet Sauvignon",245.12,10,16.2333333333333,0,NA,0,NA,"moist",16.2333333333333,0,0,0,NA,7,2,NA,60.23,NA,NA,NA,60.23
0016-09-19,16,1,"R1","16.1.R1","Chamber 5",78.63,167.27,6,8,0,0,0,0,20.1,19.5,20.1,NA,NA,0,NA,NA,NA,"",35,"Sauvignon blanc",122.95,7,19.9,0,NA,0,NA,"very moist",19.9,0,0,NA,NA,5,0,1,25.84,12.19,NA,NA,19.015
0016-09-19,16,1,"R3","16.1.R3","Chamber 1",115.53,331.13,7,10,0,0,0,0,13,12.1,15.4,NA,NA,0,NA,NA,NA,"",35,"Sauvignon blanc",223.33,8.5,13.5,0,NA,0,NA,"driest",13.5,0,0,0,NA,0,0,0,0,0,NA,NA,0
0016-09-19,16,1,"R4","16.1.R4","Chamber 4",118.04,NA,8,NA,0,NA,0,NA,21.6,17.5,19.4,NA,NA,0,NA,NA,NA,"",35,"Sauvignon blanc",118.04,8,19.5,0,NA,0,NA,"very moist",19.5,0,0,0,NA,7,1,NA,18.02,NA,NA,NA,18.02
0016-09-19,16,1,"R7","16.1.R7","Chamber 2",37.71,165.11,4,9,0,0,0,0,19.4,17.3,16.9,NA,NA,0,NA,NA,NA,"",35,"Sauvignon blanc",101.41,6.5,17.8666666666667,0,NA,0,NA,"very moist",17.8666666666667,0,0,NA,NA,5,0,1,17.39,42.8,NA,NA,30.095
0016-09-19,18,5,"R1","18.5.R1","Chamber 3",202.6,321.56,9,10,0,0,0,0,11.5,14.1,13.6,NA,NA,0,NA,NA,NA,"",35,"Durif1",262.08,9.5,13.0666666666667,0,NA,0,NA,"driest",13.0666666666667,0,0,0,NA,10,3,3,55.28,98.37,NA,NA,76.825
0016-09-19,18,5,"R4","18.5.R4","Chamber 3",470.18,NA,10,NA,0,NA,0,NA,13,13.5,11.8,NA,NA,0,NA,NA,NA,"",35,"Durif1",470.18,10,12.7666666666667,0,NA,0,NA,"driest",12.7666666666667,0,0,0,NA,7,1,NA,97.81,NA,NA,NA,97.81
0016-09-19,18,5,"R5","18.5.R5","Chamber 3",0,290.77,0,10,0,0,0,0,13.7,13.7,14.7,NA,NA,0,NA,NA,NA,"",35,"Durif1",145.385,5,14.0333333333333,0,NA,0,NA,"dry",14.0333333333333,0,0,0,NA,7,0,2,0,80.63,NA,NA,40.315
0016-09-19,18,5,"R7","18.5.R7","Chamber 2",153.65,188.88,6,9,0,0,0,0,15.8,15,15.6,NA,NA,0,NA,NA,NA,"leaf damage, photos in google drive folder ""heattolerance>experiment""",35,"Durif1",171.265,7.5,15.4666666666667,0,NA,0,NA,"dry",15.4666666666667,0,0,0,NA,3,0,0,1.05000000000001,4.78,NA,NA,2.91500000000001
0016-09-19,18,5,"R8","18.5.R8","Chamber 1",372.23,NA,10,NA,0,NA,0,NA,13.2,16.3,14.2,NA,NA,0,NA,NA,NA,"",35,"Durif1",372.23,10,14.5666666666667,0,NA,0,NA,"dry",14.5666666666667,0,0,0,NA,7,0,NA,59.75,NA,NA,NA,59.75
0016-09-19,19,9,"R3","19.9.R3","Chamber 4",139.49,331.12,7,10,0,0,0,0,17.9,18.9,19,NA,NA,0,NA,NA,NA,"",35,"Syrah",235.305,8.5,18.6,0,NA,0,NA,"very moist",18.6,0,0,NA,NA,10,3,4,52.51,140.55,NA,NA,96.53
0016-09-19,20,2,"R1","20.2.R1","Chamber 5",59.33,196.19,5,9,0,0,0,0,18.9,18.7,19,NA,NA,0,NA,NA,NA,"",35,"Valdepenas",127.76,7,18.8666666666667,0,NA,0,NA,"very moist",18.8666666666667,0,0,NA,NA,5,0,0,1.95,33.44,NA,NA,17.695
0016-09-19,20,2,"R4","20.2.R4","Chamber 5",41.11,209.38,5,9,0,1,0,9,18.1,18.5,22.4,NA,NA,0,NA,NA,NA,"",35,"Valdepenas",125.245,7,19.6666666666667,0.5,NA,0,NA,"very moist",19.6666666666667,0.5,1,NA,NA,10,1,1,9.38,28.74,NA,NA,19.06
0016-09-19,20,2,"R5","20.2.R5","Chamber 4",249.21,NA,9,NA,0,NA,0,NA,19.5,18.7,18.3,NA,NA,0,NA,NA,NA,"",35,"Valdepenas",249.21,9,18.8333333333333,0,NA,0,NA,"very moist",18.8333333333333,0,0,0,NA,5,1,NA,43.71,NA,NA,NA,43.71
0016-09-19,20,5,"R3","20.5.R3","Chamber 3",33.17,118.44,5,7,0,0,0,0,13.3,13,14,NA,NA,0,NA,NA,NA,"",35,"Gewurtztraminer",75.805,6,13.4333333333333,0,NA,0,NA,"driest",13.4333333333333,0,0,NA,NA,7,0,2,1.23,52.83,NA,NA,27.03
0016-09-19,35,3,"R6","35.3.R6","Chamber 3",297.96,NA,9,NA,0,NA,0,NA,12,11.4,13.2,NA,NA,0,NA,NA,NA,"",35,"Tempranillo",297.96,9,12.2,0,NA,0,NA,"driest",12.2,0,0,0,NA,3,0,NA,71.03,NA,NA,NA,71.03
