Date,RowNum,Num,Rep,BlueTag,Leaves,Flowbuds,Flowers,Notes,,,
15-Jun-2017,22,9,R3,N,N,N,N,,,,
15-Jun-2017,19,9,R7,Y,N,N,N,,,,
15-Jun-2017,19,9,R6,N,N,N,N,,,,
15-Jun-2017,22,9,R6,Y,N,N,N,,,,
15-Jun-2017,18,7,R5,Y,N,N,N,,,,
15-Jun-2017,14,1,R3,N,N,N,N,,,,
15-Jun-2017,35,3,R1,N,N,N,N,,,,
15-Jun-2017,19,9,R2,N,N,N,N,,,,
15-Jun-2017,20,2,R5,Y,N,N,N,,,,
15-Jun-2017,38,7,R4,N,N,N,N,,,,
15-Jun-2017,18,7,R6,N,N,N,N,,,,
15-Jun-2017,18,5,R2,N,N,N,N,,,,
15-Jun-2017,18,5,R8,N,N,N,N,,,,
15-Jun-2017,18,5,R3,Y,N,N,N,,,,
15-Jun-2017,14,1,R7,Y,N,N,N,,,,
15-Jun-2017,12,7,R7,Y,N,N,N,,,,
15-Jun-2017,19,9,R3,N,N,N,N,,,,
15-Jun-2017,22,9,R8,Y,N,N,N,,,,
15-Jun-2017,20,2,R6,N,N,N,N,,,,
15-Jun-2017,18,7,R8,Y,N,N,N,,,,
15-Jun-2017,14,1,R2,N,N,N,N,,,,
15-Jun-2017,14,1,R6,N,N,N,N,,,,
15-Jun-2017,14,1,R1,N,N,N,N,,,,
15-Jun-2017,20,2,R3,Y,N,N,N,,,,
15-Jun-2017,35,3,R2,Y,N,N,N,,,,
15-Jun-2017,14,1,R8,Y,N,N,N,,,,
15-Jun-2017,19,9,R5,N,N,N,N,,,,
20-Jun-2017,18,5,R7,N,N,N,N,leaf bud swell,,,
20-Jun-2017,35,3,R6,N,N,N,N,,,,
20-Jun-2017,20,2,R1,N,Y,N,N,,,,
20-Jun-2017,38,7,R5,N,Y,N,N,,,,
20-Jun-2017,38,7,R1,N,N,N,N,,,,
20-Jun-2017,18,7,R3,N,N,N,N,,,,
20-Jun-2017,38,7,R2,N,N,N,N,,,,
20-Jun-2017,18,5,R5,N,N,N,N,,,,
20-Jun-2017,18,7,R9,Y,N,N,N,,,,
20-Jun-2017,18,5,R1,N,N,N,N,,,,
20-Jun-2017,19,9,R4,Y,N,N,N,,,,
20-Jun-2017,12,7,R8,Y,N,N,N,,,,
20-Jun-2017,38,7,R3,Y,N,N,N,,,,
20-Jun-2017,12,7,R4,N,N,N,N,,,,
20-Jun-2017,12,7,R2,N,Y,N,N,,,,
20-Jun-2017,35,3,R3,N,Y,N,N,,,,
20-Jun-2017,12,7,R6,N,N,N,N,,,,
20-Jun-2017,18,5,R4,Y,N,N,N,,,,
20-Jun-2017,18,7,R2,N,N,N,N,,,,
20-Jun-2017,18,7,R1,Y,N,N,N,,,,
20-Jun-2017,20,2,R4,Y,N,N,N,,,,
20-Jun-2017,18,7,R7,N,Y,N,N,,,,
20-Jun-2017,22,9,R1,N,Y,N,N,,,,
20-Jun-2017,19,9,R1,N,N,N,N,,,,
20-Jun-2017,22,9,R4,Y,N,N,N,,,,
20-Jun-2017,22,9,R5,Y,N,N,N,,,,
20-Jun-2017,12,7,R3,Y,N,N,N,,,,
20-Jun-2017,14,1,R4,Y,N,N,N,,,,
20-Jun-2017,22,9,R7,N,N,N,N,,,,
20-Jun-2017,38,7,R6,N,N,N,N,,,,
20-Jun-2017,18,7,R4,N,N,N,N,,,,
20-Jun-2017,22,9,R2,N,N,N,N,,,,
20-Jun-2017,14,1,R5,N,Y,N,N,,,,
20-Jun-2017,12,7,R1,N,N,N,N,,,,
20-Jun-2017,19,9,R9,N,N,N,N,,,,
20-Jun-2017,12,7,R5,N,N,N,N,,,,
20-Jun-2017,35,3,R4,N,N,N,N,,,,
20-Jun-2017,20,2,R2,N,N,N,N,,,,
20-Jun-2017,22,9,R3,N,N,N,N,,,,
20-Jun-2017,19,9,R7,N,N,N,N,,,,
20-Jun-2017,19,9,R6,Y,N,N,N,,,,
20-Jun-2017,22,9,R6,N,N,N,N,,,,
20-Jun-2017,18,7,R5,Y,N,N,N,,,,
20-Jun-2017,14,1,R3,Y,N,N,N,,,,
20-Jun-2017,35,3,R1,N,N,N,N,,,,
20-Jun-2017,19,9,R2,N,N,N,N,,,,
20-Jun-2017,20,2,R5,N,N,N,N,,,,
20-Jun-2017,38,7,R4,Y,Y,N,N,,,,
20-Jun-2017,18,7,R6,N,N,N,N,,,,
20-Jun-2017,18,5,R2,N,N,N,N,,,,
20-Jun-2017,18,5,R8,N,N,N,N,,,,
20-Jun-2017,18,5,R3,N,N,N,N,,,,
20-Jun-2017,14,1,R7,Y,N,N,N,,,,
20-Jun-2017,12,7,R7,Y,N,N,N,,,,
20-Jun-2017,19,9,R3,Y,Y,N,N,,,,
20-Jun-2017,22,9,R8,N,N,N,N,,,,
20-Jun-2017,20,2,R6,Y,N,N,N,,,,
20-Jun-2017,18,7,R8,N,N,N,N,,,,
20-Jun-2017,14,1,R2,Y,N,N,N,,,,
20-Jun-2017,14,1,R6,N,N,N,N,,,,
20-Jun-2017,14,1,R1,N,N,N,N,,,,
20-Jun-2017,20,2,R3,N,N,N,N,,,,
20-Jun-2017,35,3,R2,Y,N,N,N,,,,
20-Jun-2017,14,1,R8,Y,N,N,N,,,,
20-Jun-2017,19,9,R5,Y,N,N,N,,,,
26-Jun-2017,18,5,R7,N,Y,N,N,,,,
26-Jun-2017,35,3,R6,N,Y,N,N,,,,
26-Jun-2017,20,2,R1,N,Y,N,N,,,,
26-Jun-2017,38,7,R5,N,Y,N,N,,,,
26-Jun-2017,38,7,R1,N,Y,N,N,,,,
26-Jun-2017,18,7,R3,N,Y,N,N,,,,
26-Jun-2017,38,7,R2,N,Y,N,N,,,,
26-Jun-2017,18,5,R5,N,Y,N,N,,,,
26-Jun-2017,18,7,R9,Y,Y,N,N,,,,
26-Jun-2017,18,5,R1,N,Y,N,N,,,,
26-Jun-2017,19,9,R4,Y,Y,N,N,,,,
26-Jun-2017,12,7,R8,Y,Y,N,N,,,,
26-Jun-2017,38,7,R3,Y,Y,N,N,,,,
26-Jun-2017,12,7,R4,N,Y,N,N,,,,
26-Jun-2017,12,7,R2,N,Y,N,N,,,,
26-Jun-2017,35,3,R3,N,Y,N, N,,,,
26-Jun-2017,12,7,R6,N,Y,N,N,,,,
26-Jun-2017,18,5,R4,Y,Y,N,N,,,,
26-Jun-2017,18,7,R2,N,N,N,N,,,,
26-Jun-2017,18,7,R1,Y,Y,N,N,,,,
26-Jun-2017,20,2,R4,Y,Y,N,N,,,,
26-Jun-2017,18,7,R7,N,Y,N,N,,,,
26-Jun-2017,22,9,R1,N,Y,N,N,,,,
26-Jun-2017,19,9,R1,N,Y,N,N,,,,
26-Jun-2017,22,9,R4,Y,Y,N,N,,,,
26-Jun-2017,22,9,R5,Y,Y,N,N,,,,
26-Jun-2017,12,7,R3,Y,Y,N,N,,,,
26-Jun-2017,14,1,R4,Y,Y,N,N,,,,
26-Jun-2017,22,9,R7,N,Y,N,N,,,,
26-Jun-2017,38,7,R6,N,Y,N,N,,,,
26-Jun-2017,18,7,R4,N,N,N,N,,,,
26-Jun-2017,22,9,R2,N,Y,N,N,,,,
26-Jun-2017,14,1,R5,N,Y,N,N,,,,
26-Jun-2017,12,7,R1,N,Y,N,N,,,,
26-Jun-2017,19,9,R9,N,Y,N,N,,,,
26-Jun-2017,12,7,R5,N,Y,N,N,,,,
26-Jun-2017,35,3,R4,N,Y,N,N,,,,
26-Jun-2017,20,2,R2,N,Y,N,N,,,,
26-Jun-2017,22,9,R3,N,Y,N,N,,,,
26-Jun-2017,19,9,R7,N,Y,N,N,,,,
26-Jun-2017,19,9,R6,Y,Y,N,N,,,,
26-Jun-2017,22,9,R6,N,Y,N,N,,,,
26-Jun-2017,18,7,R5,Y,Y,N,N,,,,
26-Jun-2017,14,1,R3,Y,Y,N,N,,,,
26-Jun-2017,35,3,R1,N,Y,N,N,,,,
26-Jun-2017,19,9,R2,N,Y,N,N,,,,
26-Jun-2017,20,2,R5,N,Y,N,N,,,,
26-Jun-2017,38,7,R4,Y,Y,N,N,,,,
26-Jun-2017,18,7,R6,N,Y,N,N,,,,
26-Jun-2017,18,5,R2,N,Y,N,N,,,,
26-Jun-2017,18,5,R8,N,Y,N,N,,,,
26-Jun-2017,18,5,R3,N,Y,N,N,,,,
26-Jun-2017,14,1,R7,Y,Y,N,N,,,,
26-Jun-2017,12,7,R7,Y,Y,N,N,,,,
26-Jun-2017,19,9,R3,Y,Y,N,N,,,,
26-Jun-2017,22,9,R8,N,Y,N,N,,,,
26-Jun-2017,20,2,R6,Y,Y,N,N,,,,
26-Jun-2017,18,7,R8,N,Y,N,N,,,,
26-Jun-2017,14,1,R2,Y,Y,N,N,,,,
26-Jun-2017,14,1,R6,N,Y,N,N,,,,
26-Jun-2017,14,1,R1,N,Y,N,N,,,,
26-Jun-2017,20,2,R3,N,Y,N,N,,,,
26-Jun-2017,35,3,R2,Y,Y,N,N,,,,
26-Jun-2017,14,1,R8,Y,Y,N,N,,,,
26-Jun-2017,19,9,R5,Y,Y,N,N,,,,
30-Jun-2017,18,5,R7,N,Y,N,N,,,,
30-Jun-2017,35,3,R6,N,Y,N,N,,,,
30-Jun-2017,20,2,R1,N,Y,N,N,,,,
30-Jun-2017,38,7,R5,N,Y,N,N,,,,
30-Jun-2017,38,7,R1,N,Y,N,N,,,,
30-Jun-2017,18,7,R3,N,Y,N,N,,,,
30-Jun-2017,38,7,R2,N,Y,N,N,,,,
30-Jun-2017,18,5,R5,N,Y,N,N,,,,
30-Jun-2017,18,7,R9,Y,Y,N,N,,,,
30-Jun-2017,18,5,R1,N,Y,N,N,,,,
30-Jun-2017,19,9,R4,Y,Y,N,N,,,,
30-Jun-2017,12,7,R8,Y,Y,N,N,,,,
30-Jun-2017,38,7,R3,Y,Y,N,N,,,,
30-Jun-2017,12,7,R4,N,Y,N,N,,,,
30-Jun-2017,12,7,R2,N,Y,N,N,,,,
30-Jun-2017,35,3,R3,N,Y,N,N,,,,
30-Jun-2017,12,7,R6,N,Y,N,N,,,,
30-Jun-2017,18,5,R4,Y,Y,N,N,,,,
30-Jun-2017,18,7,R2,N,Y,N,N,,,,
30-Jun-2017,18,7,R1,Y,Y,N,N,,,,
30-Jun-2017,20,2,R4,Y,Y,N,N,,,,
30-Jun-2017,18,7,R7,N,Y,N,N,,,,
30-Jun-2017,22,9,R1,N,Y,N,N,,,,
30-Jun-2017,19,9,R1,N,Y,N,N,,,,
30-Jun-2017,22,9,R4,Y,Y,N,N,,,,
30-Jun-2017,22,9,R5,Y,Y,N,N,,,,
30-Jun-2017,12,7,R3,Y,Y,N,N,,,,
30-Jun-2017,14,1,R4,Y,Y,N,N,,,,
30-Jun-2017,22,9,R7,N,Y,N,N,,,,
30-Jun-2017,38,7,R6,N,Y,N,N,,,,
30-Jun-2017,18,7,R4,N,Y,N,N,,,,
30-Jun-2017,22,9,R2,N,Y,N,N,,,,
30-Jun-2017,14,1,R5,N,Y,N,N,,,,
30-Jun-2017,12,7,R1,N,Y,N,N,,,,
30-Jun-2017,19,9,R9,N,Y,N,N,,,,
30-Jun-2017,12,7,R5,N,Y,N,N,,,,
30-Jun-2017,35,3,R4,N,Y,N,N,,,,
30-Jun-2017,20,2,R2,N,Y,N,N,,,,
30-Jun-2017,22,9,R3,N,Y,N,N,,,,
30-Jun-2017,19,9,R7,N,Y,N,N,,,,
30-Jun-2017,19,9,R6,Y,Y,N,N,,,,
30-Jun-2017,22,9,R6,N,Y,N,N,,,,
30-Jun-2017,18,7,R5,Y,Y,N,N,,,,
30-Jun-2017,14,1,R3,Y,Y,N,N,,,,
30-Jun-2017,35,3,R1,N,Y,N,N,,,,
30-Jun-2017,19,9,R2,N,Y,N,N,,,,
30-Jun-2017,20,2,R5,N,Y,N,N,,,,
30-Jun-2017,38,7,R4,Y,Y,N,N,,,,
30-Jun-2017,18,7,R6,N,Y,N,N,,,,
30-Jun-2017,18,5,R2,N,Y,N,N,,,,
30-Jun-2017,18,5,R8,N,Y,N,N,,,,
30-Jun-2017,18,5,R3,N,Y,N,N,,,,
30-Jun-2017,14,1,R7,Y,Y,N,N,,,,
30-Jun-2017,12,7,R7,Y,Y,N,N,,,,
30-Jun-2017,19,9,R3,Y,Y,N,N,,,,
30-Jun-2017,22,9,R8,N,Y,N,N,,,,
30-Jun-2017,20,2,R6,Y,Y,N,N,,,,
30-Jun-2017,18,7,R8,N,Y,N,N,,,,
30-Jun-2017,14,1,R2,Y,Y,N,N,,,,
30-Jun-2017,14,1,R6,N,Y,N,N,,,,
30-Jun-2017,14,1,R1,N,Y,N,N,,,,
30-Jun-2017,20,2,R3,N,Y,N,N,,,,
30-Jun-2017,35,3,R2,Y,Y,N,N,,,,
30-Jun-2017,14,1,R8,Y,Y,N,N,,,,
30-Jun-2017,19,9,R5,Y,Y,N,N,,,,
3-Jul-17,18,5,R7,N,Y,N,N,,,,
3-Jul-17,35,3,R6,N,Y,N,N,,,,
3-Jul-17,20,2,R1,N,Y,Y,N,,,,
3-Jul-17,38,7,R5,N,Y,N,N,,,,
3-Jul-17,38,7,R1,N,Y,N,N,,,,
3-Jul-17,18,7,R3,N,Y,N,N,,,,
3-Jul-17,38,7,R2,N,Y,N,N,,,,
3-Jul-17,18,5,R5,N,Y,N,N,,,,
3-Jul-17,18,7,R9,Y,Y,N,N,,,,
3-Jul-17,18,5,R1,N,Y,N,N,,,,
3-Jul-17,19,9,R4,Y,Y,N,N,,,,
3-Jul-17,12,7,R8,Y,Y,N,N,,,,
3-Jul-17,38,7,R3,Y,Y,N,N,,,,
3-Jul-17,12,7,R4,N,Y,N,N,,,,
3-Jul-17,12,7,R2,N,Y,N,N,,,,
3-Jul-17,35,3,R3,N,Y,N,N,,,,
3-Jul-17,12,7,R6,N,Y,N,N,,,,
3-Jul-17,18,5,R4,Y,Y,N,N,,,,
3-Jul-17,18,7,R2,N,Y,N,N,,,,
3-Jul-17,18,7,R1,Y,Y,N,N,,,,
3-Jul-17,20,2,R4,Y,Y,N,N,,,,
3-Jul-17,18,7,R7,N,Y,N,N,,,,
3-Jul-17,22,9,R1,N,Y,N,N,,,,
3-Jul-17,19,9,R1,N,Y,N,N,,,,
3-Jul-17,22,9,R4,Y,Y,N,N,,,,
3-Jul-17,22,9,R5,Y,Y,N,N,,,,
3-Jul-17,12,7,R3,Y,Y,N,N,,,,
3-Jul-17,14,1,R4,Y,Y,N,N,,,,
3-Jul-17,22,9,R7,N,Y,N,N,,,,
3-Jul-17,38,7,R6,N,Y,N,N,,,,
3-Jul-17,18,7,R4,N,Y,N,N,,,,
3-Jul-17,22,9,R2,N,Y,N,N,,,,
3-Jul-17,14,1,R5,N,Y,N,N,,,,
3-Jul-17,12,7,R1,N,Y,N,N,,,,
3-Jul-17,19,9,R9,N,Y,N,N,,,,
3-Jul-17,12,7,R5,N,Y,N,N,,,,
3-Jul-17,35,3,R4,N,Y,N,N,,,,
3-Jul-17,20,2,R2,N,Y,N,N,,,,
3-Jul-17,22,9,R3,N,Y,N,N,,,,
3-Jul-17,19,9,R7,N,Y,N,N,,,,
3-Jul-17,19,9,R6,Y,Y,N,N,,,,
3-Jul-17,22,9,R6,N,Y,N,N,,,,
3-Jul-17,18,7,R5,Y,Y,N,N,,,,
3-Jul-17,14,1,R3,Y,Y,N,N,,,,
3-Jul-17,35,3,R1,N,Y,N,N,,,,
3-Jul-17,19,9,R2,N,Y,N,N,,,,
3-Jul-17,20,2,R5,N,Y,N,N,,,,
3-Jul-17,38,7,R4,Y,Y,N,N,,,,
3-Jul-17,18,7,R6,N,Y,N,N,,,,
3-Jul-17,18,5,R2,N,Y,N,N,,,,
3-Jul-17,18,5,R8,N,Y,N,N,,,,
3-Jul-17,18,5,R3,N,Y,N,N,,,,
3-Jul-17,14,1,R7,Y,Y,N,N,,,,
3-Jul-17,12,7,R7,Y,Y,N,N,,,,
3-Jul-17,19,9,R3,Y,Y,N,N,,,,
3-Jul-17,22,9,R8,N,Y,N,N,,,,
3-Jul-17,20,2,R6,Y,Y,N,N,,,,
3-Jul-17,18,7,R8,N,Y,N,N,,,,
3-Jul-17,14,1,R2,Y,Y,N,N,,,,
3-Jul-17,14,1,R6,N,Y,N,N,,,,
3-Jul-17,14,1,R1,N,Y,N,N,,,,
3-Jul-17,20,2,R3,N,Y,N,N,,,,
3-Jul-17,35,3,R2,Y,Y,N,N,,,,
3-Jul-17,14,1,R8,Y,Y,N,N,,,,
3-Jul-17,19,9,R5,Y,Y,N,N,,,,
11-Jul-17,18,5,R7,N,Y,N,N,,,,
11-Jul-17,35,3,R6,N,Y,N,N,,,,
11-Jul-17,20,2,R1,N,Y,N,N,,,,
11-Jul-17,38,7,R5,N,Y,N,N,,,,
11-Jul-17,38,7,R1,N,Y,Y,N,,,,
11-Jul-17,18,7,R3,N,Y,N,N,,,,
11-Jul-17,38,7,R2,N,Y,Y,N,,,,
11-Jul-17,18,5,R5,N,Y,N,N,,,,
11-Jul-17,18,7,R9,Y,Y,N,N,,,,
11-Jul-17,18,5,R1,N,Y,N,N,,,,
11-Jul-17,19,9,R4,Y,Y,N,N,,,,
11-Jul-17,12,7,R8,Y,Y,N,N,,,,
11-Jul-17,38,7,R3,Y,Y,N,N,,,,
11-Jul-17,12,7,R4,N,Y,N,N,,,,
11-Jul-17,12,7,R2,N,Y,N,N,,,,
11-Jul-17,35,3,R3,N,Y,Y,N,,,,
11-Jul-17,12,7,R6,N,Y,N,N,,,,
11-Jul-17,18,5,R4,Y,Y,Y,N,,,,
11-Jul-17,18,7,R2,N,Y,N,N,,,,
11-Jul-17,18,7,R1,Y,Y,N,N,,,,
11-Jul-17,20,2,R4,Y,Y,N,N,,,,
11-Jul-17,18,7,R7,N,Y,N,N,,,,
11-Jul-17,22,9,R1,N,Y,N,N,,,,
11-Jul-17,19,9,R1,N,Y,N,N,,,,
11-Jul-17,22,9,R4,Y,Y,N,N,,,,
11-Jul-17,22,9,R5,Y,Y,N,N,,,,
11-Jul-17,12,7,R3,Y,Y,N,N,,,,
11-Jul-17,14,1,R4,Y,Y,N,N,,,,
11-Jul-17,22,9,R7,N,Y,Y,N,,,,
11-Jul-17,38,7,R6,N,Y,Y,N,,,,
11-Jul-17,18,7,R4,N,Y,N,N,,,,
11-Jul-17,22,9,R2,N,Y,Y,N,,,,
11-Jul-17,14,1,R5,N,Y,N,N,,,,
11-Jul-17,12,7,R1,N,Y,N,N,,,,
11-Jul-17,19,9,R9,N,Y,N,N,,,,
11-Jul-17,12,7,R5,N,Y,N,N,,,,
11-Jul-17,35,3,R4,N,Y,N,N,,,,
11-Jul-17,20,2,R2,N,Y,N,N,,,,
11-Jul-17,22,9,R3,N,Y,N,N,,,,
11-Jul-17,19,9,R7,N,Y,N,N,,,,
11-Jul-17,19,9,R6,Y,Y,N,N,,,,
11-Jul-17,22,9,R6,N,Y,N,N,,,,
11-Jul-17,18,7,R5,Y,Y,N,N,,,,
11-Jul-17,14,1,R3,Y,Y,N,N,,,,
11-Jul-17,35,3,R1,N,Y,N,N,,,,
11-Jul-17,19,9,R2,N,Y,N,N,,,,
11-Jul-17,20,2,R5,N,Y,N,N,,,,
11-Jul-17,38,7,R4,Y,Y,Y,N,,,,
11-Jul-17,18,7,R6,N,Y,N,N,,,,
11-Jul-17,18,5,R2,N,Y,N,N,,,,
11-Jul-17,18,5,R8,N,Y,N,N,,,,
11-Jul-17,18,5,R3,N,Y,N,N,,,,
11-Jul-17,14,1,R7,Y,Y,N,N,,,,
11-Jul-17,12,7,R7,Y,Y,N,N,,,,
11-Jul-17,19,9,R3,Y,Y,N,N,,,,
11-Jul-17,22,9,R8,N,Y,N,N,,,,
11-Jul-17,20,2,R6,Y,Y,N,N,,,,
11-Jul-17,18,7,R8,N,Y,N,N,,,,
11-Jul-17,14,1,R2,Y,Y,N,N,,,,
11-Jul-17,14,1,R6,N,Y,N,N,,,,
11-Jul-17,14,1,R1,N,Y,N,N,,,,
11-Jul-17,20,2,R3,N,Y,N,N,,,,
11-Jul-17,35,3,R2,Y,Y,N,N,,,,
11-Jul-17,14,1,R8,Y,Y,N,N,,,,
11-Jul-17,19,9,R5,Y,Y,N,N,,,,
14-Jul-2017,18,5,R7,N,Y,N,N,,,,
14-Jul-2017,35,3,R6,N,Y,N,N,,,,
14-Jul-2017,20,2,R1,N,Y,N,N,,,,
14-Jul-2017,38,7,R5,N,Y,N,N,,,,
14-Jul-2017,38,7,R1,N,Y,Y,N,,,,
14-Jul-2017,18,7,R3,N,Y,N,N,,,,
14-Jul-2017,38,7,R2,N,Y,Y,N,,,,
14-Jul-2017,18,5,R5,N,Y,N,N,,,,
14-Jul-2017,18,7,R9,Y,Y,N,N,,,,
14-Jul-2017,18,5,R1,N,Y,N,N,,,,
14-Jul-2017,19,9,R4,Y,Y,N,N,,,,
14-Jul-2017,12,7,R8,Y,Y,N,N,,,,
14-Jul-2017,38,7,R3,Y,Y,N,N,,,,
14-Jul-2017,12,7,R4,N,Y,N,N,,,,
14-Jul-2017,12,7,R2,N,Y,N,N,,,,
14-Jul-2017,35,3,R3,N,Y,Y,N,,,,
14-Jul-2017,12,7,R6,N,Y,N,N,,,,
14-Jul-2017,18,5,R4,Y,Y,Y,N,,,,
14-Jul-2017,18,7,R2,N,Y,N,N,,,,
14-Jul-2017,18,7,R1,Y,Y,N,N,,,,
14-Jul-2017,20,2,R4,Y,Y,N,N,,,,
14-Jul-2017,18,7,R7,N,Y,N,N,,,,
14-Jul-2017,22,9,R1,N,Y,N,N,,,,
14-Jul-2017,19,9,R1,N,Y,N,N,,,,
14-Jul-2017,22,9,R4,Y,Y,N,N,,,,
14-Jul-2017,22,9,R5,Y,Y,N,N,,,,
14-Jul-2017,12,7,R3,Y,Y,N,N,,,,
14-Jul-2017,14,1,R4,Y,Y,N,N,,,,
14-Jul-2017,22,9,R7,N,Y,Y,N,,,,
14-Jul-2017,38,7,R6,N,Y,Y,N,,,,
14-Jul-2017,18,7,R4,N,Y,N,N,,,,
14-Jul-2017,22,9,R2,N,Y,Y,N,,,,
14-Jul-2017,14,1,R5,N,Y,N,N,,,,
14-Jul-2017,12,7,R1,N,Y,N,N,,,,
14-Jul-2017,19,9,R9,N,Y,N,N,,,,
14-Jul-2017,12,7,R5,N,Y,N,N,,,,
14-Jul-2017,35,3,R4,N,Y,N,N,,,,
14-Jul-2017,20,2,R2,N,Y,N,N,,,,
14-Jul-2017,22,9,R3,N,Y,N,N,,,,
14-Jul-2017,19,9,R7,N,Y,N,N,,,,
14-Jul-2017,19,9,R6,Y,Y,N,N,,,,
14-Jul-2017,22,9,R6,N,Y,N,N,,,,
14-Jul-2017,18,7,R5,Y,Y,N,N,,,,
14-Jul-2017,14,1,R3,Y,Y,N,N,,,,
14-Jul-2017,35,3,R1,N,Y,N,N,,,,
14-Jul-2017,19,9,R2,N,Y,N,N,,,,
14-Jul-2017,20,2,R5,N,Y,N,N,,,,
14-Jul-2017,38,7,R4,Y,Y,Y,N,,,,
14-Jul-2017,18,7,R6,N,Y,N,N,,,,
14-Jul-2017,18,5,R2,N,Y,N,N,,,,
14-Jul-2017,18,5,R8,N,Y,N,N,,,,
14-Jul-2017,18,5,R3,N,Y,N,N,,,,
14-Jul-2017,14,1,R7,Y,Y,N,N,,,,
14-Jul-2017,12,7,R7,Y,Y,N,N,,,,
14-Jul-2017,19,9,R3,Y,Y,Y,N,,,,
14-Jul-2017,22,9,R8,N,Y,N,N,,,,
14-Jul-2017,20,2,R6,Y,Y,N,N,,,,
14-Jul-2017,18,7,R8,N,Y,N,N,,,,
14-Jul-2017,14,1,R2,Y,Y,N,N,,,,
14-Jul-2017,14,1,R6,N,Y,N,N,,,,
14-Jul-2017,14,1,R1,N,Y,N,N,,,,
14-Jul-2017,20,2,R3,N,Y,N,N,,,,
14-Jul-2017,35,3,R2,Y,Y,N,N,,,,
14-Jul-2017,14,1,R8,Y,Y,N,N,,,,
14-Jul-2017,19,9,R5,Y,Y,N,N,,,,
17-Jul-2017,18,5,R7,N,Y,N,N,,,,
17-Jul-2017,35,3,R6,N,Y,N,N,,,,
17-Jul-2017,20,2,R1,N,Y,N,N,,,,
17-Jul-2017,38,7,R5,N,Y,N,N,,,,
17-Jul-2017,38,7,R1,N,Y,Y,N,,,,
17-Jul-2017,18,7,R3,N,Y,N,N,,,,
17-Jul-2017,38,7,R2,N,Y,Y,N,,,,
17-Jul-2017,18,5,R5,N,Y,N,N,,,,
17-Jul-2017,18,7,R9,Y,Y,N,N,,,,
17-Jul-2017,18,5,R1,N,Y,N,N,,,,
17-Jul-2017,19,9,R4,Y,Y,N,N,,,,
17-Jul-2017,12,7,R8,Y,Y,N,N,,,,
17-Jul-2017,38,7,R3,Y,Y,N,N,,,,
17-Jul-2017,12,7,R4,N,Y,N,N,,,,
17-Jul-2017,12,7,R2,N,Y,N,N,,,,
17-Jul-2017,35,3,R3,N,Y,Y,N,,,,
17-Jul-2017,12,7,R6,N,Y,N,N,,,,
17-Jul-2017,18,5,R4,Y,Y,Y,N,,,,
17-Jul-2017,18,7,R2,N,Y,N,N,,,,
17-Jul-2017,18,7,R1,Y,Y,N,N,,,,
17-Jul-2017,20,2,R4,Y,Y,N,N,,,,
17-Jul-2017,18,7,R7,N,Y,N,N,,,,
17-Jul-2017,22,9,R1,N,Y,N,N,,,,
17-Jul-2017,19,9,R1,N,Y,N,N,,,,
17-Jul-2017,22,9,R4,Y,Y,N,N,,,,
17-Jul-2017,22,9,R5,Y,Y,N,N,,,,
